school,suburb,state,postcode,score,schoolType,educationLevel
Kardinia International College - Kardinia Grove Campus,MOORABOOL,VIC,3213,,Private,primary
St Francis Xavier School,CORIO,VIC,3214,,Catholic,primary
Nelson Park School-Illinois Avenue Annexe,CORIO,VIC,3214,,Government,secondary
Geelong Grammar School - Corio Campus,CORIO,VIC,3214,,Private,primary
Northern Bay P-12 College-Wexford Court P-8 Campus,CORIO,VIC,3214,,Government,secondary
Northern Bay P-12 College-Hendy Street P-8 Campus,CORIO,VIC,3214,,Government,secondary
Northern Bay P-12 College-Hendy Street P-8 Campus,CORIO,VIC,3214,,Government,primary
Northern Bay P-12 College,CORIO,VIC,3214,,Government,secondary
Northern Bay P-12 College,CORIO,VIC,3214,,Government,primary
Yea High School-Goldsworthy Road Campus,CORIO,VIC,3214,,Government,secondary
Northern Bay P-12 College-Wexford Court P-8 Campus,CORIO,VIC,3214,,Government,primary
Geelong Grammar School - Corio Campus,CORIO,VIC,3214,,Private,secondary
Northern Bay P-12 College-Tallis Street P-8 Campus,NORLANE,VIC,3214,,Government,secondary
Northern Bay P-12 College-Tallis Street P-8 Campus,NORLANE,VIC,3214,,Government,primary
Northern Bay P-12 College-Peacock Avenue P-8 Campus,NORLANE,VIC,3214,,Government,secondary
Northern Bay P-12 College-Peacock Avenue P-8 Campus,NORLANE,VIC,3214,,Government,primary
St Thomas Aquinas School,NORLANE,VIC,3214,,Catholic,primary
Herne Hill Primary School,HAMLYN HEIGHTS,VIC,3215,,Government,primary
Holy Family School,BELL PARK,VIC,3215,,Catholic,primary
Bell Park North Primary School-Geelong English Language Program,BELL PARK,VIC,3215,,Government,primary
Rollins Primary School,BELL POST HILL,VIC,3215,,Government,primary
Covenant College,BELL POST HILL,VIC,3215,,Private,primary
Covenant College,BELL POST HILL,VIC,3215,,Private,secondary
Kardinia International College,BELL POST HILL,VIC,3215,93,Private,primary
Kardinia International College,BELL POST HILL,VIC,3215,97,Private,secondary
SEDA College (Victoria) - BVNV Geelong,NORTH GEELONG,VIC,3215,,Private,secondary
North Geelong Secondary College,NORTH GEELONG,VIC,3215,,Government,secondary
Nelson Park School,BELL PARK,VIC,3215,,Government,secondary
Bell Park North Primary School,BELL PARK,VIC,3215,,Government,primary
Nelson Park School,BELL PARK,VIC,3215,,Government,primary
Hamlyn Banks Primary School,HAMLYN HEIGHTS,VIC,3215,,Government,primary
Western Heights Secondary College,HAMLYN HEIGHTS,VIC,3215,,Government,secondary
Western Heights Secondary College-Quamby Campus,HAMLYN HEIGHTS,VIC,3215,,Government,secondary
Hamlyn Views School,HAMLYN HEIGHTS,VIC,3215,,Government,primary
Hamlyn Views School,HAMLYN HEIGHTS,VIC,3215,,Government,secondary
Barwon Valley School,BELMONT,VIC,3216,,Government,primary
Mandama Primary School,GROVEDALE,VIC,3216,,Government,primary
Grovedale West Primary School,GROVEDALE,VIC,3216,,Government,primary
Christian College Geelong - Middle School – Highton,HIGHTON,VIC,3216,,Private,secondary
Christian College Geelong - Middle School – Highton,HIGHTON,VIC,3216,,Private,primary
Montpellier Primary School,HIGHTON,VIC,3216,,Government,primary
Christian College Geelong - Junior School – Belmont,BELMONT,VIC,3216,,Private,secondary
Christian College Geelong - Junior School – Belmont,BELMONT,VIC,3216,,Private,primary
Clairvaux Catholic School,BELMONT,VIC,3216,93,Catholic,primary
Belmont High School,BELMONT,VIC,3216,,Government,secondary
Barwon Valley School,BELMONT,VIC,3216,,Government,secondary
Belmont Primary School,BELMONT,VIC,3216,94,Government,primary
Highton Primary School,HIGHTON,VIC,3216,,Government,primary
Bellaire Primary School,HIGHTON,VIC,3216,94,Government,primary
Oberon Primary School,BELMONT,VIC,3216,,Government,primary
Wangala Primary School,BELMONT,VIC,3216,,Government,primary
Roslyn Primary School,BELMONT,VIC,3216,,Government,primary
Grovedale Primary School,GROVEDALE,VIC,3216,,Government,primary
Christian College Geelong - Senior School – Waurn Ponds,WAURN PONDS,VIC,3216,,Private,secondary
Christian College Geelong - Senior School – Waurn Ponds,WAURN PONDS,VIC,3216,,Private,primary
Christian College Institute of Senior Education,WAURN PONDS,VIC,3216,,Private,secondary
Grovedale College,GROVEDALE,VIC,3216,,Government,secondary
Nazareth School,GROVEDALE,VIC,3216,,Catholic,primary
Grovedale West Primary School-Grovedale West Deaf Facility,GROVEDALE,VIC,3216,,Government,primary
St Joseph's Flexible Learning Centre - Geelong Campus,GROVEDALE,VIC,3216,,Catholic,secondary
Mirripoa Primary School,MOUNT DUNEED,VIC,3217,,Government,primary
St Catherine of Siena Catholic Primary School,ARMSTRONG CREEK,VIC,3217,,Catholic,primary
Armstrong Creek School,ARMSTRONG CREEK,VIC,3217,,Government,primary
Geelong Lutheran College,ARMSTRONG CREEK,VIC,3217,,Private,secondary
Geelong Lutheran College,ARMSTRONG CREEK,VIC,3217,,Private,primary
Oberon High School,ARMSTRONG CREEK,VIC,3217,,Government,secondary
Mount Duneed Regional Primary School,MOUNT DUNEED,VIC,3217,,Government,primary
Iona College Geelong,CHARLEMONT,VIC,3217,,Catholic,secondary
Freshwater Creek Steiner School,FRESHWATER CREEK,VIC,3217,,Private,primary
St Patrick's School,GEELONG WEST,VIC,3218,92,Catholic,primary
St Joseph's College Geelong - Westcourt Campus,HERNE HILL,VIC,3218,,Catholic,secondary
Holy Spirit Parish School,MANIFOLD HEIGHTS,VIC,3218,,Catholic,primary
Ashby Primary School,GEELONG WEST,VIC,3218,,Government,primary
Manifold Heights Primary School,MANIFOLD HEIGHTS,VIC,3218,,Government,primary
Clonard College,HERNE HILL,VIC,3218,,Catholic,secondary
Newcomb Primary School,NEWCOMB,VIC,3219,,Government,primary
Geelong High School,EAST GEELONG,VIC,3219,,Government,secondary
St Margaret's School,EAST GEELONG,VIC,3219,,Catholic,primary
MacKillop Specialist School,WHITTINGTON,VIC,3219,,Catholic,secondary
MacKillop Specialist School,WHITTINGTON,VIC,3219,,Catholic,primary
Whittington Primary School,WHITTINGTON,VIC,3219,,Government,primary
Christ the King School,NEWCOMB,VIC,3219,91,Catholic,primary
Newcomb Secondary College,NEWCOMB,VIC,3219,,Government,secondary
Sacred Heart College,NEWTOWN,VIC,3220,,Catholic,secondary
Geelong South Primary School,SOUTH GEELONG,VIC,3220,,Government,primary
St Mary's School,GEELONG,VIC,3220,,Catholic,primary
Geelong Grammar School - Bostock House Campus,NEWTOWN,VIC,3220,,Private,secondary
Geelong Grammar School - Bostock House Campus,NEWTOWN,VIC,3220,,Private,primary
The Geelong College Preparatory School,NEWTOWN,VIC,3220,,Private,secondary
The Geelong College Preparatory School,NEWTOWN,VIC,3220,,Private,primary
The Geelong College,NEWTOWN,VIC,3220,,Private,secondary
The Geelong College,NEWTOWN,VIC,3220,,Private,primary
St Robert's School,NEWTOWN,VIC,3220,,Catholic,primary
Newtown Primary School,NEWTOWN,VIC,3220,,Government,primary
St John's Lutheran School Geelong,GEELONG,VIC,3220,,Private,primary
Fyans Park Primary School,NEWTOWN,VIC,3220,,Government,primary
SEDA College (Victoria) - Multi Geelong,GEELONG,VIC,3220,,Private,secondary
St Joseph's College Geelong,NEWTOWN,VIC,3220,,Catholic,secondary
Matthew Flinders Girls Secondary College,GEELONG,VIC,3220,,Government,secondary
Chilwell Primary School,NEWTOWN,VIC,3220,94,Government,primary
Newcomb Secondary College-Victorian Sailing Water Safety School,GEELONG,VIC,3220,,Government,secondary
Woodline Primary,CERES,VIC,3221,,Private,primary
Ceres Primary School,CERES,VIC,3221,,Government,primary
Northern Bay P-12 College-Staughton Vale Outdoor Education Centre,STAUGHTON VALE,VIC,3221,,Government,secondary
Northern Bay P-12 College-Staughton Vale Outdoor Education Centre,STAUGHTON VALE,VIC,3221,,Government,primary
St Thomas Primary School,DRYSDALE,VIC,3222,,Catholic,primary
Saint Ignatius College Geelong,DRYSDALE,VIC,3222,,Catholic,secondary
Bellarine Secondary College,DRYSDALE,VIC,3222,,Government,secondary
Clifton Springs Primary School,CLIFTON SPRINGS,VIC,3222,,Government,primary
Christian College Bellarine,DRYSDALE,VIC,3222,,Private,secondary
Christian College Geelong - Bellarine Campus,DRYSDALE,VIC,3222,,Private,primary
Christian College Geelong - Bellarine Campus,DRYSDALE,VIC,3222,,Private,secondary
Drysdale Primary School,DRYSDALE,VIC,3222,,Government,primary
Wallington Primary School,WALLINGTON,VIC,3222,,Government,primary
Christian College Bellarine,DRYSDALE,VIC,3222,,Private,primary
St Leonards Primary School,ST LEONARDS,VIC,3223,,Government,primary
Portarlington Primary School,PORTARLINGTON,VIC,3223,,Government,primary
Moolap Primary School,MOOLAP,VIC,3224,,Government,primary
Leopold Primary School,LEOPOLD,VIC,3224,,Government,primary
Point Lonsdale Primary School,POINT LONSDALE,VIC,3225,95,Government,primary
Queenscliff Primary School,QUEENSCLIFF,VIC,3225,,Government,primary
St Aloysius' School,QUEENSCLIFF,VIC,3225,,Catholic,primary
Our Lady Star of the Sea School,OCEAN GROVE,VIC,3226,,Catholic,primary
Ocean Grove Primary School,OCEAN GROVE,VIC,3226,93,Government,primary
Surfside Primary School,OCEAN GROVE,VIC,3226,,Government,primary
Bellarine Secondary College-Ocean Grove Campus,OCEAN GROVE,VIC,3226,,Government,secondary
Barwon Heads Primary School,BARWON HEADS,VIC,3227,90,Government,primary
St Therese School,TORQUAY,VIC,3228,,Catholic,primary
Christian College Geelong - Surf Coast Campus,JAN JUC,VIC,3228,,Private,primary
Torquay P-6 College,TORQUAY,VIC,3228,,Government,primary
Surf Coast Secondary College,TORQUAY,VIC,3228,,Government,secondary
Lisieux Catholic Primary School,TORQUAY,VIC,3228,,Catholic,primary
Bellbrae Primary School,BELLBRAE,VIC,3228,,Government,primary
Torquay Coast Primary School,TORQUAY,VIC,3228,93,Government,primary
Anglesea Primary School,ANGLESEA,VIC,3230,,Government,primary
Aireys Inlet Primary School,AIREYS INLET,VIC,3231,,Government,primary
Lorne P-12 College,LORNE,VIC,3232,,Government,secondary
Lorne P-12 College,LORNE,VIC,3232,,Government,primary
Apollo Bay P-12 College,APOLLO BAY,VIC,3233,91,Government,secondary
Apollo Bay P-12 College,APOLLO BAY,VIC,3233,,Government,primary
Deans Marsh Primary School,DEANS MARSH,VIC,3235,,Government,primary
Forrest Primary School,FORREST,VIC,3236,,Government,primary
Ballarat Clarendon College - Yuulong Campus,YUULONG,VIC,3237,,Private,secondary
Ballarat Clarendon College - Yuulong Campus,YUULONG,VIC,3237,,Private,primary
Lavers Hill K-12 College,LAVERS HILL,VIC,3238,,Government,primary
Lavers Hill K-12 College,LAVERS HILL,VIC,3238,,Government,secondary
Carlisle River Primary School,CARLISLE RIVER,VIC,3239,,Government,primary
Moriac Primary School,MORIAC,VIC,3240,,Government,primary
Winchelsea Primary School,WINCHELSEA,VIC,3241,,Government,primary
Birregurra Primary School,BIRREGURRA,VIC,3242,90,Government,primary
Lavers Hill K-12 College - Barongarook Primary School,BARONGAROOK,VIC,3249,,Government,primary
Lavers Hill K-12 College - Barongarook Primary School,BARONGAROOK,VIC,3249,,Government,secondary
St Brendan's School,CORAGULAC,VIC,3249,,Catholic,primary
Alvie Primary School,ALVIE,VIC,3249,,Government,primary
Colac Secondary College,COLAC,VIC,3250,,Government,secondary
Lavers Hill K-12 College - Greater Otway Applied Learning School,COLAC,VIC,3250,,Government,primary
Colac Specialist School,COLAC,VIC,3250,,Government,secondary
Lavers Hill K-12 College - Greater Otway Applied Learning School,COLAC,VIC,3250,,Government,secondary
Colac Specialist School,COLAC,VIC,3250,,Government,primary
Colac South West Primary School,COLAC,VIC,3250,,Government,primary
Colac West Primary School,COLAC,VIC,3250,,Government,primary
Colac Primary School,COLAC,VIC,3250,,Government,primary
St Mary's School,COLAC,VIC,3250,,Catholic,primary
Trinity College Colac Inc,COLAC,VIC,3250,,Catholic,secondary
Elliminyt Primary School,ELLIMINYT,VIC,3250,,Government,primary
Sacred Heart School,ELLIMINYT,VIC,3250,91,Catholic,primary
Beeac Primary School,BEEAC,VIC,3251,,Government,primary
Camperdown College,CAMPERDOWN,VIC,3260,,Government,primary
Camperdown College,CAMPERDOWN,VIC,3260,,Government,secondary
Camperdown College-Brooke Street,CAMPERDOWN,VIC,3260,,Government,primary
Camperdown College-Brooke Street,CAMPERDOWN,VIC,3260,,Government,secondary
Mercy Regional College,CAMPERDOWN,VIC,3260,,Catholic,secondary
St Patrick's School,CAMPERDOWN,VIC,3260,,Catholic,primary
Terang College-P-4 Campus,TERANG,VIC,3264,,Government,secondary
Terang College,TERANG,VIC,3264,,Government,primary
Terang College-P-4 Campus,TERANG,VIC,3264,,Government,primary
St Thomas' School,TERANG,VIC,3264,,Catholic,primary
Hampden Specialist School-Terang Campus,TERANG,VIC,3264,,Government,primary
Terang College,TERANG,VIC,3264,,Government,secondary
Noorat Primary School,NOORAT,VIC,3265,,Government,primary
Mercy Regional College - O'Keeffe Campus,NOORAT,VIC,3265,,Catholic,secondary
The Alpine School-Gnurad Gundidj Campus,NOORAT,VIC,3265,,Government,secondary
Cudgee Primary School,CUDGEE,VIC,3265,,Government,primary
Panmure Primary School,PANMURE,VIC,3265,,Government,primary
Simpson Primary School,SIMPSON,VIC,3266,,Government,primary
Cobden Technical School,COBDEN,VIC,3266,,Government,secondary
Hampden Specialist School,COBDEN,VIC,3266,,Government,secondary
Hampden Specialist School,COBDEN,VIC,3266,,Government,primary
Cobden Primary School,COBDEN,VIC,3266,,Government,primary
Nullawarre and District Primary School,NULLAWARRE,VIC,3268,,Government,primary
Timboon P-12 School,TIMBOON,VIC,3268,,Government,primary
Timboon P-12 School,TIMBOON,VIC,3268,,Government,secondary
Mortlake P-12 College,MORTLAKE,VIC,3272,,Government,secondary
St Colman's School,MORTLAKE,VIC,3272,,Catholic,primary
Mortlake P-12 College,MORTLAKE,VIC,3272,,Government,primary
Woolsthorpe Primary School,WOOLSTHORPE,VIC,3276,,Government,primary
Allansford and District Primary School,ALLANSFORD,VIC,3277,,Government,primary
King's College,WARRNAMBOOL,VIC,3280,93,Private,secondary
Warrnambool College,WARRNAMBOOL,VIC,3280,,Government,secondary
Warrnambool Primary School,WARRNAMBOOL,VIC,3280,,Government,primary
Merrivale Primary School,WARRNAMBOOL,VIC,3280,,Government,primary
Warrnambool College-Wave Campus,WARRNAMBOOL,VIC,3280,,Government,secondary
Brauer Secondary College,WARRNAMBOOL,VIC,3280,,Government,secondary
Warrnambool West Primary School,WARRNAMBOOL,VIC,3280,,Government,primary
Emmanuel College Warrnambool,WARRNAMBOOL,VIC,3280,,Catholic,secondary
Our Lady Help of Christians School,WARRNAMBOOL,VIC,3280,,Catholic,primary
Merri River School,WARRNAMBOOL,VIC,3280,,Government,secondary
St Pius X School,WARRNAMBOOL,VIC,3280,,Catholic,primary
Merri River School,WARRNAMBOOL,VIC,3280,,Government,primary
Warrnambool East Primary School,WARRNAMBOOL,VIC,3280,,Government,primary
St Joseph's School,WARRNAMBOOL,VIC,3280,,Catholic,primary
Emmanuel College Warrnambool - Emmanuel Senior Campus,WARRNAMBOOL,VIC,3280,,Catholic,secondary
King's College,WARRNAMBOOL,VIC,3280,,Private,primary
St John's School,DENNINGTON,VIC,3280,,Catholic,primary
Woodford Primary School,WOODFORD,VIC,3281,,Government,primary
Koroit And District Primary School,KOROIT,VIC,3282,,Government,primary
St Patrick's School,KOROIT,VIC,3282,,Catholic,primary
St Patrick's School,PORT FAIRY,VIC,3284,,Catholic,primary
Port Fairy Consolidated School,PORT FAIRY,VIC,3284,91,Government,primary
Narrawong District Primary School,NARRAWONG,VIC,3285,,Government,primary
Macarthur Primary School,MACARTHUR,VIC,3286,,Government,primary
Hawkesdale P12 College,HAWKESDALE,VIC,3287,,Government,secondary
Hawkesdale P12 College,HAWKESDALE,VIC,3287,,Government,primary
St Joseph's School,PENSHURST,VIC,3289,,Catholic,primary
Penshurst Primary School,PENSHURST,VIC,3289,,Government,primary
Dunkeld Consolidated School,DUNKELD,VIC,3294,,Government,primary
Brauer Secondary College-Dunkeld Annexe,DUNKELD,VIC,3294,,Government,secondary
Good Shepherd College - Senior Campus,HAMILTON,VIC,3300,,Private,primary
OneSchool Global Vic - Hamilton Campus,HAMILTON,VIC,3300,,Private,primary
Hamilton (Gray Street) Primary School,HAMILTON,VIC,3300,,Government,primary
Hamilton North Primary School,HAMILTON,VIC,3300,,Government,primary
Hamilton Parklands School,HAMILTON,VIC,3300,,Government,primary
OneSchool Global Vic - Hamilton Campus,HAMILTON,VIC,3300,,Private,secondary
Hamilton Parklands School,HAMILTON,VIC,3300,,Government,secondary
Baimbridge College,HAMILTON,VIC,3300,,Government,secondary
St Mary's School,HAMILTON,VIC,3300,,Catholic,primary
Monivae College,HAMILTON,VIC,3300,,Catholic,secondary
Good Shepherd College - Junior Campus,HAMILTON,VIC,3300,,Private,primary
Good Shepherd College - Senior Campus,HAMILTON,VIC,3300,,Private,secondary
The Hamilton and Alexandra College,HAMILTON,VIC,3300,93,Private,primary
The Hamilton and Alexandra College,HAMILTON,VIC,3300,93,Private,secondary
The Hamilton and Alexandra College - Junior Campus,HAMILTON,VIC,3300,,Private,primary
The Hamilton and Alexandra College - Junior Campus,HAMILTON,VIC,3300,,Private,secondary
George Street Primary School - Hamilton,HAMILTON,VIC,3300,,Government,primary
Good Shepherd College - Junior Campus,HAMILTON,VIC,3300,,Private,secondary
Tarrington Lutheran School,TARRINGTON,VIC,3301,,Private,primary
Branxholme-Wallacedale Community School,BRANXHOLME,VIC,3302,,Government,primary
Dartmoor Primary School,DARTMOOR,VIC,3304,,Government,primary
Heywood Consolidated School,HEYWOOD,VIC,3304,,Government,primary
Heywood District Secondary College,HEYWOOD,VIC,3304,,Government,secondary
St John's Lutheran School,PORTLAND,VIC,3305,94,Private,primary
Portland Primary School,PORTLAND,VIC,3305,,Government,primary
Portland Secondary College-Victoria Parade Campus,PORTLAND,VIC,3305,,Government,secondary
Portland North Primary School,PORTLAND NORTH,VIC,3305,,Government,primary
Portland South Primary School,PORTLAND,VIC,3305,,Government,primary
Portland Bay School,PORTLAND,VIC,3305,,Government,primary
Bundarra Primary School,PORTLAND,VIC,3305,,Government,primary
Bayview College,PORTLAND,VIC,3305,,Private,secondary
Portland Secondary College,PORTLAND,VIC,3305,,Government,secondary
Bolwarra Primary School,BOLWARRA,VIC,3305,,Government,primary
All Saints Parish School,PORTLAND,VIC,3305,,Catholic,primary
Portland Bay School,PORTLAND,VIC,3305,,Government,secondary
Merino Consolidated School,MERINO,VIC,3310,,Government,primary
Sacred Heart School,CASTERTON,VIC,3311,,Catholic,primary
